Sort_Order,Project,Sample_Owner,Panel,Specimen_Type,Specimen_Media,Ext_Lab,Ext_Operator,Ext_Method,Ext_Date,gDNA_Plate_ID,gDNA_Well_ID,Assay_Lab,Assay_Operator,Assay_Start_Date,Assay_Batch_Code,Assay_Plate_Code,Assay_Well_ID,Owner_Sample_ID,BC1,BC2
326,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F5,Sample_315,A62,P17
327,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G5,Sample_316,A63,P17
328,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H5,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H5,Sample_317,A64,P17
329,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A6,Sample_318,A57,P18
330,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B6,Sample_319,A58,P18
331,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C6,Sample_320,A59,P18
332,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D6,Sample_321,A60,P18
333,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E6,Sample_322,A61,P18
334,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F6,Sample_323,A62,P18
335,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G6,Sample_324,A63,P18
336,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H6,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H6,Sample_325,A64,P18
337,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A7,Sample_326,A57,P19
338,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B7,Sample_327,A58,P19
339,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C7,Sample_328,A59,P19
340,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D7,Sample_329,A60,P19
341,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E7,Sample_330,A61,P19
342,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F7,Sample_331,A62,P19
343,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G7,Sample_332,A63,P19
344,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H7,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H7,PCR-NTC,A64,P19
345,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A8,Sample_333,A57,P20
346,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B8,Sample_334,A58,P20
347,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C8,Sample_335,A59,P20
348,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D8,Sample_336,A60,P20
349,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E8,Sample_337,A61,P20
350,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F8,Sample_338,A62,P20
351,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G8,Sample_339,A63,P20
352,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H8,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H8,Sample_340,A64,P20
353,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A9,Sample_341,A57,P21
354,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B9,Sample_342,A58,P21
355,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C9,Sample_343,A59,P21
356,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D9,Sample_344,A60,P21
357,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E9,Sample_345,A61,P21
358,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F9,Sample_346,A62,P21
359,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G9,Sample_347,A63,P21
360,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H9,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H9,Sample_348,A64,P21
361,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,A10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A10,Sample_349,A57,P22
362,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,B10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B10,Sample_350,A58,P22
363,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,C10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C10,Sample_351,A59,P22
364,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,D10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D10,Sample_352,A60,P22
365,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,E10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E10,Sample_353,A61,P22
366,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,F10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F10,Sample_354,A62,P22
367,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,G10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G10,Sample_355,A63,P22
368,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Example_Plate_4,H10,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H10,Sample_356,A64,P22
369,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,A1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A11,25-GEN_3_30_43_56_68a_76_87,A57,P23
370,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,B1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B11,25-GEN_6_31_44_58_68b_81_89,A58,P23
371,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,C1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C11,25-GEN_11_32_45_59_69_82_90,A59,P23
372,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,D1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D11,25-GEN_13_33_51_61_70_82_91,A60,P23
373,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,E1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E11,25-GEN_16_35_52_62_71_83_97,A61,P23
374,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,F1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F11,25-GEN_18_39_53_64_72_84_114,A62,P23
375,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,G1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G11,25-GEN_26_40_54_66_73_85,A63,P23
376,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,H1,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H11,25-GEN_28_42_55_67_74_86,A64,P23
377,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,A2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,A12,HR_Pool_100-copies,A57,P24
378,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,B2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,B12,HR_Pool_50-copies,A58,P24
379,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,C2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,C12,HR_Pool_25-copies,A59,P24
380,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,D2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,D12,HR_Pool_10-copies,A60,P24
381,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,E2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,E12,hg19_1ng,A61,P24
382,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,F2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,F12,hg19_0.5ng,A62,P24
383,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,G2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,G12,PCR-NTC,A63,P24
384,Example_Project,SarahWagner,All,Cervical_swab,PreservCyt,CGR,SarahWagner,Chemagen360,1/1/2018,Assay_Controls,H2,CGR,SarahWagner,1/1/2018,Example_Batch_1,Example_Batch_1_Example_Plate_4,H12,PCR-NTC,A64,P24
